"","X","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Embarked","Title"
"448",447,1,1,1,34,0,0,45,26.55,2,2
"449",448,1,3,0,5,2,1,194,19.2583,0,1
"450",449,1,1,1,52,0,0,40,30.5,2,4
"451",450,0,2,1,36,1,2,561,27.75,2,2
"452",451,0,3,1,4,1,0,497,19.9667,2,2
"453",452,0,1,1,30,0,0,22,27.75,0,2
"454",453,1,1,1,49,1,0,84,89.1042,0,2
"455",454,0,3,1,29,0,0,528,8.05,2,2
"456",455,1,3,1,29,0,0,379,7.8958,0,2
"457",456,0,1,1,65,0,0,73,26.55,2,2
"458",457,1,1,0,61,1,0,86,51.8625,2,3
"459",458,1,2,0,50,0,0,572,10.5,2,1
"460",459,0,3,1,50,0,0,468,7.75,1,2
"461",460,1,1,1,48,0,0,96,26.55,2,2
"462",461,0,3,1,34,0,0,429,8.05,2,2
"463",462,0,1,1,47,0,0,6,38.5,2,2
"464",463,0,2,1,48,0,0,121,13,2,2
"465",464,0,3,1,14,0,0,539,8.05,2,2
"466",465,0,3,1,38,0,0,639,7.05,2,2
"467",466,0,2,1,24,0,0,135,0,2,2
"468",467,0,1,1,56,0,0,44,26.55,2,2
"469",468,0,3,1,25,0,0,421,7.725,1,2
"470",469,1,3,0,0.75,2,1,194,19.2583,0,1
"471",470,0,3,1,3,0,0,272,7.25,2,2
"472",471,0,3,1,38,0,0,263,8.6625,2,2
"473",472,1,2,0,33,1,2,561,27.75,2,3
"474",473,1,2,0,23,0,0,628,13.7917,0,3
"475",474,0,3,0,22,0,0,509,9.8375,2,1
"476",475,0,1,1,21,0,0,2,52,2,2
"477",476,0,2,1,34,1,0,252,21,2,2
"478",477,0,3,1,29,1,0,315,7.0458,2,2
"479",478,0,3,1,22,0,0,411,7.5208,2,2
"480",479,1,3,0,2,0,1,251,12.2875,2,1
"481",480,0,3,1,9,5,2,566,46.9,2,0
"482",481,0,2,1,40,0,0,136,0,2,2
"483",482,0,3,1,50,0,0,531,8.05,2,2
"484",483,1,3,0,63,0,0,489,9.5875,2,3
"485",484,1,1,1,25,1,0,64,91.0792,0,2
"486",485,0,3,0,28,3,1,488,25.4667,2,1
"487",486,1,1,0,35,1,0,93,90,2,3
"488",487,0,1,1,58,0,0,61,29.7,0,2
"489",488,0,3,1,30,0,0,517,8.05,2,2
"490",489,1,3,1,9,1,1,562,15.9,2,0
"491",490,0,3,1,3,1,0,498,19.9667,2,2
"492",491,0,3,1,21,0,0,649,7.25,2,2
"493",492,0,1,1,55,0,0,41,30.5,2,2
"494",493,0,1,1,71,0,0,603,49.5042,0,2
"495",494,0,3,1,21,0,0,518,8.05,2,2
"496",495,0,3,1,33,0,0,176,14.4583,0,2
"497",496,1,1,0,54,1,0,454,78.2667,0,1
"498",497,0,3,1,40,0,0,564,15.1,2,2
"499",498,0,1,0,25,1,2,37,151.55,2,3
"500",499,0,3,1,24,0,0,402,7.7958,2,2
"501",500,0,3,1,17,0,0,261,8.6625,2,2
"502",501,0,3,0,21,0,0,433,7.75,1,1
"503",502,0,3,0,29,0,0,276,7.6292,1,1
"504",503,0,3,0,37,0,0,490,9.5875,2,1
"505",504,1,1,0,16,0,0,0,86.5,2,1
"506",505,0,1,1,18,1,0,611,108.9,0,2
"507",506,1,2,0,33,0,2,180,26,2,3
"508",507,1,1,1,35,0,0,10,26.55,2,2
"509",508,0,3,1,28,0,0,542,22.525,2,2
"510",509,1,3,1,26,0,0,80,56.4958,2,2
"511",510,1,3,1,29,0,0,479,7.75,1,2
"512",511,0,3,1,38,0,0,648,8.05,2,2
"513",512,1,1,1,36,0,0,577,26.2875,2,2
"514",513,1,1,0,54,1,0,599,59.4,0,3
"515",514,0,3,1,24,0,0,356,7.4958,2,2
"516",515,0,1,1,47,0,0,456,34.0208,2,2
"517",516,1,2,0,34,0,0,560,10.5,2,3
"518",517,0,3,1,24,0,0,469,24.15,1,2
"519",518,1,2,0,36,1,0,110,26,2,3
"520",519,0,3,1,32,0,0,381,7.8958,2,2
"521",520,1,1,0,30,0,0,67,93.5,2,1
"522",521,0,3,1,22,0,0,390,7.8958,2,2
"523",522,0,3,1,9,0,0,173,7.225,0,2
"524",523,1,1,0,44,0,1,7,57.9792,0,3
"525",524,0,3,1,40,0,0,217,7.2292,0,2
"526",525,0,3,1,40.5,0,0,446,7.75,1,2
"527",526,1,2,0,50,0,0,673,10.5,2,1
"528",527,0,1,1,19,0,0,583,221.7792,2,2
"529",528,0,3,1,39,0,0,250,7.925,2,2
"530",529,0,2,1,23,2,1,235,11.5,2,2
"531",530,1,2,0,2,1,1,180,26,2,1
"532",531,0,3,1,45,0,0,181,7.2292,0,2
"533",532,0,3,1,17,1,1,210,7.2292,0,2
"534",533,1,3,0,24,0,2,196,22.3583,0,3
"535",534,0,3,0,30,0,0,260,8.6625,2,1
"536",535,1,2,0,7,0,2,571,26.25,2,1
"537",536,0,1,1,45,0,0,21,26.55,2,4
"538",537,1,1,0,30,0,0,614,106.425,0,1
"539",538,0,3,1,29,0,0,426,14.5,2,2
"540",539,1,1,0,22,0,2,75,49.5,0,1
"541",540,1,1,0,36,0,2,680,71,2,1
"542",541,0,3,0,9,4,2,333,31.275,2,1
"543",542,0,3,0,11,4,2,333,31.275,2,1
"544",543,1,2,1,32,1,0,233,26,2,2
"545",544,0,1,1,50,1,0,614,106.425,0,2
"546",545,0,1,1,64,0,0,501,26,2,2
"547",546,1,2,0,19,1,0,233,26,2,3
"548",547,1,2,1,38,0,0,631,13.8625,0,2
"549",548,0,3,1,33,1,1,423,20.525,2,2
"550",549,1,2,1,8,1,1,558,36.75,2,0
"551",550,1,1,1,17,0,2,83,110.8833,0,2
"552",551,0,2,1,27,0,0,148,26,2,2
"553",552,0,3,1,23.5,0,0,284,7.8292,1,2
"554",553,1,3,1,22,0,0,171,7.225,0,2
"555",554,1,3,0,22,0,0,335,7.775,2,1
"556",555,0,1,1,62,0,0,52,26.55,2,2
"557",556,1,1,0,48,1,0,57,39.6,0,5
"558",557,0,1,1,17,0,0,610,227.525,0,2
"559",558,1,1,0,39,1,1,1,79.65,2,3
"560",559,1,3,0,36,1,0,300,17.4,2,3
"561",560,0,3,1,51,0,0,471,7.75,1,2
"562",561,0,3,1,40,0,0,389,7.8958,2,2
"563",562,0,2,1,28,0,0,103,13.5,2,2
"564",563,0,3,1,18,0,0,651,8.05,2,2
"565",564,0,3,0,4,0,0,645,8.05,2,1
"566",565,0,3,1,24,2,0,519,24.15,2,2
"567",566,0,3,1,19,0,0,352,7.8958,2,2
"568",567,0,3,0,29,0,4,395,21.075,2,3
"569",568,0,3,1,21,0,0,207,7.2292,0,2
"570",569,1,3,1,32,0,0,415,7.8542,2,2
"571",570,1,2,1,62,0,0,624,10.5,2,2
"572",571,1,1,0,53,2,0,60,51.4792,2,3
"573",572,1,1,1,36,0,0,578,26.3875,2,2
"574",573,1,3,0,36,0,0,77,7.75,1,1
"575",574,0,3,1,16,0,0,520,8.05,2,2
"576",575,0,3,1,19,0,0,420,14.5,2,2
"577",576,1,2,0,34,0,0,143,13,2,1
"578",577,1,1,0,39,1,0,72,55.9,2,3
"579",578,0,3,0,32,1,0,209,14.4583,0,3
"580",579,1,3,1,32,0,0,661,7.925,2,2
"581",580,1,2,0,25,1,1,133,30,2,1
"582",581,1,1,0,39,1,1,83,110.8833,0,3
"583",582,0,2,1,54,0,0,226,26,2,2
"584",583,0,1,1,36,0,0,68,40.125,0,2
"585",584,0,3,1,61,0,0,291,8.7125,0,2
"586",585,1,1,0,18,0,2,1,79.65,2,1
"587",586,0,2,1,47,0,0,129,15,2,2
"588",587,1,1,1,60,1,1,74,79.2,0,2
"589",588,0,3,1,22,0,0,79,8.05,2,2
"590",589,0,3,1,19,0,0,515,8.05,2,2
"591",590,0,3,1,35,0,0,656,7.125,2,2
"592",591,1,1,0,52,1,0,454,78.2667,0,3
"593",592,0,3,1,47,0,0,532,7.25,2,2
"594",593,0,3,0,35,0,2,434,7.75,1,1
"595",594,0,2,1,37,1,0,626,26,2,2
"596",595,0,3,1,36,1,1,307,24.15,2,2
"597",596,1,2,0,70.5,0,0,155,33,2,1
"598",597,0,3,1,49,0,0,574,0,2,2
"599",598,0,3,1,16,0,0,192,7.225,0,2
"600",599,1,1,1,49,1,0,584,56.9292,0,5
"601",600,1,2,0,24,2,1,142,27,2,3
"602",601,0,3,1,40,0,0,360,7.8958,2,2
"603",602,0,1,1,48,0,0,46,42.4,2,2
"604",603,0,3,1,44,0,0,430,8.05,2,2
"605",604,1,1,1,35,0,0,9,26.55,0,2
"606",605,0,3,1,36,1,0,396,15.55,2,2
"607",606,0,3,1,30,0,0,385,7.8958,2,2
"608",607,1,1,1,27,0,0,50,30.5,2,2
"609",608,1,2,0,22,1,2,634,41.5792,0,3
"610",609,1,1,0,40,0,0,588,153.4625,2,1
"611",610,0,3,0,39,1,5,333,31.275,2,3
"612",611,0,3,1,32,0,0,638,7.05,2,2
"613",612,1,3,0,17,1,0,444,15.5,1,1
"614",613,0,3,1,4,0,0,467,7.75,1,2
"615",614,0,3,1,35,0,0,431,8.05,2,2
"616",615,1,2,0,24,1,2,106,65,2,1
"617",616,0,3,1,34,1,1,331,14.4,2,2
"618",617,0,3,0,26,1,0,536,16.1,2,3
"619",618,1,2,0,4,2,1,114,39,2,1
"620",619,0,2,1,26,0,0,253,10.5,2,2
"621",620,0,3,1,27,1,0,188,14.4542,0,2
"622",621,1,1,1,42,1,0,56,52.5542,2,2
"623",622,1,3,1,20,1,1,187,15.7417,0,2
"624",623,0,3,1,21,0,0,400,7.8542,2,2
"625",624,0,3,1,21,0,0,495,16.1,2,2
"626",625,0,1,1,61,0,0,455,32.3208,2,2
"627",626,0,2,1,57,0,0,104,12.35,1,5
"628",627,1,1,0,21,0,0,71,77.9583,2,1
"629",628,0,3,1,26,0,0,369,7.8958,2,2
"630",629,0,3,1,18,0,0,286,7.7333,1,2
"631",630,1,1,1,80,0,0,218,30,2,2
"632",631,0,3,1,51,0,0,345,7.0542,2,2
"633",632,1,1,1,32,0,0,70,30.5,0,5
"634",633,0,1,1,28,0,0,13,0,2,2
"635",634,0,3,0,9,3,2,337,27.9,2,1
"636",635,1,2,0,28,0,0,130,13,2,1
"637",636,0,3,1,32,0,0,664,7.925,2,2
"638",637,0,2,1,31,1,1,556,26.25,2,2
"639",638,0,3,0,41,0,5,249,39.6875,2,3
"640",639,0,3,1,65,1,0,476,16.1,2,2
"641",640,0,3,1,20,0,0,409,7.8542,2,2
"642",641,1,1,0,24,0,0,581,69.3,0,1
"643",642,0,3,0,2,3,2,337,27.9,2,1
"644",643,1,3,1,24,0,0,80,56.4958,2,2
"645",644,1,3,0,0.75,2,1,194,19.2583,0,1
"646",645,1,1,1,48,1,0,587,76.7292,0,2
"647",646,0,3,1,19,0,0,373,7.8958,2,2
"648",647,1,1,1,56,0,0,69,35.5,0,4
"649",648,0,3,1,16,0,0,620,7.55,2,2
"650",649,1,3,0,23,0,0,567,7.55,2,1
"651",650,0,3,1,16,0,0,366,7.8958,2,2
"652",651,1,2,0,18,0,1,117,23,2,1
"653",652,0,3,1,21,0,0,512,8.4333,2,2
"654",653,1,3,0,34,0,0,277,7.8292,1,1
"655",654,0,3,0,18,0,0,439,6.75,1,1
"656",655,0,2,1,24,2,0,621,73.5,2,2
"657",656,0,3,1,35,0,0,368,7.8958,2,2
"658",657,0,3,0,32,1,1,435,15.5,1,3
"659",658,0,2,1,23,0,0,241,13,2,2
"660",659,0,1,1,58,0,2,416,113.275,0,2
"661",660,1,1,1,50,2,0,605,133.65,2,5
"662",661,0,3,1,40,0,0,172,7.225,0,2
"663",662,0,1,1,47,0,0,496,25.5875,2,2
"664",663,0,3,1,36,0,0,357,7.4958,2,2
"665",664,1,3,1,20,1,0,660,7.925,2,2
"666",665,0,2,1,32,2,0,621,73.5,2,2
"667",666,0,2,1,25,0,0,123,13,2,2
"668",667,0,3,1,35,0,0,256,7.775,2,2
"669",668,0,3,1,43,0,0,529,8.05,2,2
"670",669,1,1,0,16,1,0,99,52,2,3
"671",670,1,2,0,40,1,1,240,39,2,3
"672",671,0,1,1,31,1,0,569,52,2,2
"673",672,0,2,1,70,0,0,550,10.5,2,2
"674",673,1,2,1,31,0,0,145,13,2,2
"675",674,0,2,1,17,0,0,138,0,2,2
"676",675,0,3,1,18,0,0,397,7.775,2,2
"677",676,0,3,1,24.5,0,0,294,8.05,2,2
"678",677,1,3,0,18,0,0,493,9.8417,2,1
"679",678,0,3,0,43,1,6,566,46.9,2,3
"680",679,1,1,1,36,0,1,608,512.3292,0,2
"681",680,0,3,0,62,0,0,281,8.1375,1,1
"682",681,1,1,1,27,0,0,587,76.7292,0,2
"683",682,0,3,1,20,0,0,500,9.225,2,2
"684",683,0,3,1,14,5,2,566,46.9,2,2
"685",684,0,2,1,60,1,1,240,39,2,2
"686",685,0,2,1,25,1,2,634,41.5792,0,2
"687",686,0,3,1,14,4,1,249,39.6875,2,2
"688",687,0,3,1,19,0,0,372,10.1708,2,2
"689",688,0,3,1,18,0,0,403,7.7958,2,2
"690",689,1,1,0,15,0,1,141,211.3375,2,1
"691",690,1,1,1,31,1,0,89,57,2,2
"692",691,1,3,0,4,0,1,393,13.4167,0,1
"693",692,1,3,1,46,0,0,80,56.4958,2,2
"694",693,0,3,1,25,0,0,200,7.225,0,2
"695",694,0,1,1,60,0,0,48,26.55,2,4
"696",695,0,2,1,52,0,0,156,13.5,2,2
"697",696,0,3,1,44,0,0,425,8.05,2,2
"698",697,1,3,0,18,0,0,419,7.7333,1,1
"699",698,0,1,1,49,1,1,83,110.8833,0,2
"700",699,0,3,1,42,0,0,346,7.65,2,2
"701",700,1,1,0,18,1,0,610,227.525,0,3
"702",701,1,1,1,35,0,0,579,26.2875,2,2
"703",702,0,3,0,18,0,1,211,14.4542,0,1
"704",703,0,3,1,25,0,0,449,7.7417,1,2
"705",704,0,3,1,26,1,0,398,7.8542,2,2
"706",705,0,2,1,39,0,0,170,26,2,2
"707",706,1,2,0,45,0,0,108,13.5,2,3
"708",707,1,1,1,42,0,0,580,26.2875,2,2
"709",708,1,1,0,22,0,0,37,151.55,2,1
"710",709,1,3,1,22,1,1,189,15.2458,0,0
"711",710,1,1,0,24,0,0,582,49.5042,0,1
"712",711,0,1,1,33,0,0,19,26.55,2,2
"713",712,1,1,1,48,1,0,99,52,2,2
"714",713,0,3,1,29,0,0,506,9.4833,2,2
"715",714,0,2,1,52,0,0,164,13,2,2
"716",715,0,3,1,19,0,0,348,7.65,2,2
"717",716,1,1,0,38,0,0,610,227.525,0,1
"718",717,1,2,0,27,0,0,293,10.5,2,1
"719",718,0,3,1,19,0,0,440,15.5,1,2
"720",719,0,3,1,33,0,0,319,7.775,2,2
"721",720,1,2,0,6,0,1,155,33,2,1
"722",721,0,3,1,17,1,0,408,7.0542,2,2
"723",722,0,2,1,34,0,0,65,13,2,2
"724",723,0,2,1,50,0,0,161,13,2,2
"725",724,1,1,1,27,1,0,51,53.1,2,2
"726",725,0,3,1,20,0,0,266,8.6625,2,2
"727",726,1,2,0,30,3,0,252,21,2,3
"728",727,1,3,0,9,0,0,451,7.7375,1,1
"729",728,0,2,1,25,1,0,127,26,2,2
"730",729,0,3,0,25,1,0,667,7.925,2,1
"731",730,1,1,0,29,0,0,141,211.3375,2,1
"732",731,0,3,1,11,0,0,216,18.7875,0,2
"733",732,0,2,1,38,0,0,137,0,2,2
"734",733,0,2,1,23,0,0,228,13,2,2
"735",734,0,2,1,23,0,0,119,13,2,2
"736",735,0,3,1,28.5,0,0,495,16.1,2,2
"737",736,0,3,0,48,1,3,676,34.375,2,3
"738",737,1,1,1,35,0,0,608,512.3292,0,2
"739",738,0,3,1,34,0,0,349,7.8958,2,2
"740",739,0,3,1,24,0,0,364,7.8958,2,2
"741",740,1,1,1,16,0,0,82,30,2,2
"742",741,0,1,1,36,1,0,91,78.85,2,2
"743",742,1,1,0,21,2,2,602,262.375,0,1
"744",743,0,3,1,24,1,0,477,16.1,2,2
"745",744,1,3,1,31,0,0,662,7.925,2,2
"746",745,0,1,1,70,1,1,680,71,2,4
"747",746,0,3,1,16,1,1,551,20.25,2,2
"748",747,1,2,0,30,0,0,165,13,2,1
"749",748,0,1,1,19,1,0,35,53.1,2,2
"750",749,0,3,1,31,0,0,287,7.75,1,2
"751",750,1,2,0,4,1,1,234,23,2,1
"752",751,1,3,1,6,0,1,486,12.475,2,0
"753",752,0,3,1,33,0,0,312,9.5,2,2
"754",753,0,3,1,23,0,0,351,7.8958,2,2
"755",754,1,2,0,48,1,2,106,65,2,3
"756",755,1,2,1,0.67,1,1,166,14.5,2,0
"757",756,0,3,1,28,0,0,404,7.7958,2,2
"758",757,0,2,1,18,0,0,238,11.5,2,2
"759",758,0,3,1,34,0,0,424,8.05,2,2
"760",759,1,1,0,33,0,0,0,86.5,2,5
"761",760,0,3,1,57,0,0,420,14.5,2,2
"762",761,0,3,1,41,0,0,646,7.125,2,2
"763",762,1,3,1,20,0,0,191,7.2292,0,2
"764",763,1,1,0,36,1,2,33,120,2,3
"765",764,0,3,1,16,0,0,327,7.775,2,2
"766",765,1,1,0,51,1,0,71,77.9583,2,3
"767",766,0,1,1,9,0,0,18,39.6,0,5
"768",767,0,3,0,30.5,0,0,436,7.75,1,1
"769",768,0,3,1,9,1,0,469,24.15,1,2
"770",769,0,3,1,32,0,0,511,8.3625,2,2
"771",770,0,3,1,24,0,0,313,9.5,2,2
"772",771,0,3,1,48,0,0,407,7.8542,2,2
"773",772,0,2,0,57,0,0,619,10.5,2,3
"774",773,0,3,1,58,0,0,201,7.225,0,2
"775",774,1,2,0,54,1,3,236,23,2,3
"776",775,0,3,1,18,0,0,330,7.75,2,2
"777",776,0,3,1,26,0,0,481,7.75,1,2
"778",777,1,3,0,5,0,0,432,12.475,2,1
"779",778,0,3,1,32.5,0,0,450,7.7375,1,2
"780",779,1,1,0,43,0,1,141,211.3375,2,3
"781",780,1,3,0,13,0,0,208,7.2292,0,1
"782",781,1,1,0,17,1,0,89,57,2,3
"783",782,0,1,1,29,0,0,26,30,2,2
"784",783,0,3,1,21,1,2,675,23.45,2,2
"785",784,0,3,1,25,0,0,643,7.05,2,2
"786",785,0,3,1,25,0,0,474,7.25,2,2
"787",786,1,3,0,18,0,0,243,7.4958,2,1
"788",787,0,3,1,8,4,1,480,29.125,1,0
"789",788,1,3,1,1,1,2,548,20.575,2,0
"790",789,0,1,1,46,0,0,592,79.2,0,2
"791",790,0,3,1,27,0,0,66,7.75,1,2
"792",791,0,2,1,16,0,0,139,26,2,2
"793",792,0,3,0,17,8,2,568,69.55,2,1
"794",793,0,1,1,29,0,0,597,30.6958,0,2
"795",794,0,3,1,25,0,0,350,7.8958,2,2
"796",795,0,2,1,39,0,0,223,13,2,2
"797",796,1,1,0,49,0,0,87,25.9292,2,5
"798",797,1,3,0,31,0,0,383,8.6833,2,3
"799",798,0,3,1,30,0,0,206,7.2292,0,2
"800",799,0,3,0,30,1,1,307,24.15,2,3
"801",800,0,2,1,34,0,0,164,13,2,2
"802",801,1,2,0,31,1,1,556,26.25,2,3
"803",802,1,1,1,11,1,2,33,120,2,0
"804",803,1,3,1,0.42,0,1,174,8.5167,0,0
"805",804,1,3,1,27,0,0,338,6.975,2,2
"806",805,0,3,1,31,0,0,320,7.775,2,2
"807",806,0,1,1,39,0,0,12,0,2,2
"808",807,0,3,0,18,0,0,336,7.775,2,1
"809",808,0,2,1,39,0,0,154,13,2,2
"810",809,1,1,0,33,1,0,51,53.1,2,3
"811",810,0,3,1,26,0,0,339,7.8875,2,2
"812",811,0,3,1,39,0,0,519,24.15,2,2
"813",812,0,2,1,35,0,0,222,10.5,2,2
"814",813,0,3,0,6,4,2,333,31.275,2,1
"815",814,0,3,1,30.5,0,0,427,8.05,2,2
"816",815,0,1,1,80,0,0,15,0,2,2
"817",816,0,3,0,23,0,0,671,7.925,2,1
"818",817,0,2,1,31,1,1,618,37.0042,0,2
"819",818,0,3,1,43,0,0,543,6.45,2,2
"820",819,0,3,1,10,3,2,337,27.9,2,0
"821",820,1,1,0,52,1,1,67,93.5,2,3
"822",821,1,3,1,27,0,0,269,8.6625,2,2
"823",822,0,1,1,38,0,0,97,0,2,5
"824",823,1,3,0,27,0,1,486,12.475,2,3
"825",824,0,3,1,2,4,1,249,39.6875,2,0
"826",825,0,3,1,4,0,0,448,6.95,1,2
"827",826,0,3,1,16,0,0,80,56.4958,2,2
"828",827,1,2,1,1,0,2,618,37.0042,0,0
"829",828,1,3,1,16,0,0,442,7.75,1,2
"830",829,1,1,0,62,0,0,32,80,2,3
"831",830,1,3,0,15,1,0,188,14.4542,0,3
"832",831,1,2,1,0.83,1,1,237,18.75,2,0
"833",832,0,3,1,56,0,0,199,7.2292,0,2
"834",833,0,3,1,23,0,0,342,7.8542,2,2
"835",834,0,3,1,18,0,0,107,8.3,2,2
"836",835,1,1,0,39,1,1,609,83.1583,0,1
"837",836,0,3,1,21,0,0,268,8.6625,2,2
"838",837,0,3,1,54,0,0,485,8.05,2,2
"839",838,1,3,1,32,0,0,80,56.4958,2,2
"840",839,1,1,1,3,0,0,62,29.7,0,2
"841",840,0,3,1,20,0,0,647,7.925,2,2
"842",841,0,2,1,16,0,0,619,10.5,2,2
"843",842,1,1,0,30,0,0,47,31,0,1
"844",843,0,3,1,34.5,0,0,205,6.4375,0,2
"845",844,0,3,1,17,0,0,264,8.6625,2,2
"846",845,0,3,1,42,0,0,563,7.55,2,2
"847",846,0,3,1,3,8,2,568,69.55,2,2
"848",847,0,3,1,35,0,0,359,7.8958,0,2
"849",848,0,2,1,28,0,1,155,33,2,5
"850",849,1,1,0,36,1,0,84,89.1042,0,3
"851",850,0,3,1,4,4,2,333,31.275,2,0
"852",851,0,3,1,74,0,0,317,7.775,2,2
"853",852,0,3,0,9,1,1,203,15.2458,0,1
"854",853,1,1,0,16,0,1,591,39.4,2,1
"855",854,0,2,0,44,1,0,144,26,2,3
"856",855,1,3,0,18,0,1,484,9.35,2,3
"857",856,1,1,0,45,1,1,453,164.8667,2,3
"858",857,1,1,1,51,0,0,23,26.55,2,2
"859",858,1,3,0,24,0,3,194,19.2583,0,3
"860",859,0,3,1,37,0,0,178,7.2292,0,2
"861",860,0,3,1,41,2,0,399,14.1083,2,2
"862",861,0,2,1,21,1,0,221,11.5,2,2
"863",862,1,1,0,48,0,0,88,25.9292,2,3
"864",863,0,3,0,1,8,2,568,69.55,2,1
"865",864,0,2,1,24,0,0,120,13,2,2
"866",865,1,2,0,42,0,0,126,13,2,3
"867",866,1,2,0,27,1,0,632,13.8583,0,1
"868",867,0,1,1,31,0,0,590,50.4958,2,2
"869",868,0,3,1,44,0,0,309,9.5,2,2
"870",869,1,3,1,4,1,1,344,11.1333,2,0
"871",870,0,3,1,26,0,0,387,7.8958,2,2
"872",871,1,1,0,47,1,1,54,52.5542,2,3
"873",872,0,1,1,33,0,0,502,5,2,2
"874",873,0,3,1,47,0,0,303,9,2,2
"875",874,1,2,0,28,1,0,575,24,0,3
"876",875,1,3,0,15,0,0,195,7.225,0,1
"877",876,0,3,1,20,0,0,504,9.8458,2,2
"878",877,0,3,1,19,0,0,358,7.8958,2,2
"879",878,0,3,1,22,0,0,363,7.8958,2,2
"880",879,1,1,0,56,0,1,59,83.1583,0,3
"881",880,1,2,0,25,0,1,115,26,2,3
"882",881,0,3,1,33,0,0,394,7.8958,2,2
"883",882,0,3,0,22,0,0,508,10.5167,2,1
"884",883,0,2,1,28,0,0,565,10.5,2,2
"885",884,0,3,1,25,0,0,650,7.05,2,2
"886",885,0,3,0,39,0,5,480,29.125,1,3
"887",886,0,2,1,27,0,0,101,13,2,5
"888",887,1,1,0,19,0,0,14,30,2,1
"889",888,0,3,0,28,1,2,675,23.45,2,1
"890",889,1,1,1,26,0,0,8,30,0,2
"891",890,0,3,1,32,0,0,466,7.75,1,2
